,gwl,gwl_lag_1,gwl_lag_2,gwl_lag_3,trend_slope,trend_direction,month,season,trend_increasing,trend_decreasing,trend_no_trend
2015-05-31,-2.21,-1.96,-1.69,-1.48,0.009066117012842882,no trend,5,Spring,0,0,1
2015-06-30,-2.42,-2.21,-1.96,-1.69,0.009066117012842882,no trend,6,Spring,0,0,1
2015-07-31,-2.76,-2.42,-2.21,-1.96,0.009066117012842882,no trend,7,Summer,0,0,1
2015-08-31,-3.01,-2.76,-2.42,-2.21,0.009066117012842882,no trend,8,Summer,0,0,1
2015-09-30,-3.24,-3.01,-2.76,-2.42,0.009066117012842882,no trend,9,Summer,0,0,1
2015-10-31,-1.15,-3.24,-3.01,-2.76,0.009066117012842882,no trend,10,Fall,0,0,1
2015-11-30,-1.1749999999999998,-1.15,-3.24,-3.01,0.009066117012842882,no trend,11,Fall,0,0,1
2015-12-31,-1.2,-1.1749999999999998,-1.15,-3.24,0.009066117012842882,no trend,12,Fall,0,0,1
2016-01-31,-1.225,-1.2,-1.1749999999999998,-1.15,0.009066117012842882,no trend,1,Winter,0,0,1
2016-02-29,-1.25,-1.225,-1.2,-1.1749999999999998,0.009066117012842882,no trend,2,Winter,0,0,1
2016-03-31,-1.245,-1.25,-1.225,-1.2,0.009066117012842882,no trend,3,Winter,0,0,1
2016-04-30,-1.24,-1.245,-1.25,-1.225,0.009066117012842882,no trend,4,Spring,0,0,1
2016-05-31,-1.31,-1.24,-1.245,-1.25,0.009066117012842882,no trend,5,Spring,0,0,1
2016-06-30,-1.56,-1.31,-1.24,-1.245,0.009066117012842882,no trend,6,Spring,0,0,1
2016-07-31,-1.865,-1.56,-1.31,-1.24,0.009066117012842882,no trend,7,Summer,0,0,1
2016-08-31,-2.17,-1.865,-1.56,-1.31,0.009066117012842882,no trend,8,Summer,0,0,1
2016-09-30,-2.46,-2.17,-1.865,-1.56,0.009066117012842882,no trend,9,Summer,0,0,1
2016-10-31,-2.75,-2.46,-2.17,-1.865,0.009066117012842882,no trend,10,Fall,0,0,1
2016-11-30,-1.19,-2.75,-2.46,-2.17,0.009066117012842882,no trend,11,Fall,0,0,1
2016-12-31,-1.27,-1.19,-2.75,-2.46,0.009066117012842882,no trend,12,Fall,0,0,1
2017-01-31,-1.52,-1.27,-1.19,-2.75,0.009066117012842882,no trend,1,Winter,0,0,1
2017-02-28,-1.32,-1.52,-1.27,-1.19,0.009066117012842882,no trend,2,Winter,0,0,1
2017-03-31,-1.36,-1.32,-1.52,-1.27,0.009066117012842882,no trend,3,Winter,0,0,1
2017-04-30,-1.62,-1.36,-1.32,-1.52,0.009066117012842882,no trend,4,Spring,0,0,1
2017-05-31,-1.27,-1.62,-1.36,-1.32,0.009066117012842882,no trend,5,Spring,0,0,1
2017-06-30,-1.54,-1.27,-1.62,-1.36,0.009066117012842882,no trend,6,Spring,0,0,1
2017-07-31,-1.82,-1.54,-1.27,-1.62,0.009066117012842882,no trend,7,Summer,0,0,1
2017-08-31,-2.11,-1.82,-1.54,-1.27,0.009066117012842882,no trend,8,Summer,0,0,1
2017-09-30,-2.3899999999999997,-2.11,-1.82,-1.54,0.009066117012842882,no trend,9,Summer,0,0,1
2017-10-31,-2.67,-2.3899999999999997,-2.11,-1.82,0.009066117012842882,no trend,10,Fall,0,0,1
2017-11-30,-2.03,-2.67,-2.3899999999999997,-2.11,0.009066117012842882,no trend,11,Fall,0,0,1
2017-12-31,-1.32,-2.03,-2.67,-2.3899999999999997,0.009066117012842882,no trend,12,Fall,0,0,1
2018-01-31,-1.28,-1.32,-2.03,-2.67,0.009066117012842882,no trend,1,Winter,0,0,1
2018-02-28,-1.59,-1.28,-1.32,-2.03,0.009066117012842882,no trend,2,Winter,0,0,1
2018-03-31,-1.405,-1.59,-1.28,-1.32,0.009066117012842882,no trend,3,Winter,0,0,1
2018-04-30,-1.22,-1.405,-1.59,-1.28,0.009066117012842882,no trend,4,Spring,0,0,1
2018-05-31,-1.46,-1.22,-1.405,-1.59,0.009066117012842882,no trend,5,Spring,0,0,1
2018-06-30,-1.64,-1.46,-1.22,-1.405,0.009066117012842882,no trend,6,Spring,0,0,1
2018-07-31,-1.85,-1.64,-1.46,-1.22,0.009066117012842882,no trend,7,Summer,0,0,1
2018-08-31,-1.05,-1.85,-1.64,-1.46,0.009066117012842882,no trend,8,Summer,0,0,1
2018-09-30,-1.045,-1.05,-1.85,-1.64,0.009066117012842882,no trend,9,Summer,0,0,1
2018-10-31,-1.04,-1.045,-1.05,-1.85,0.009066117012842882,no trend,10,Fall,0,0,1
2018-11-30,-1.05,-1.04,-1.045,-1.05,0.009066117012842882,no trend,11,Fall,0,0,1
2018-12-31,-1.06,-1.05,-1.04,-1.045,0.009066117012842882,no trend,12,Fall,0,0,1
2019-01-31,-1.07,-1.06,-1.05,-1.04,0.009066117012842882,no trend,1,Winter,0,0,1
2019-02-28,-1.78,-1.07,-1.06,-1.05,0.009066117012842882,no trend,2,Winter,0,0,1
2019-03-31,-3.03,-1.78,-1.07,-1.06,0.009066117012842882,no trend,3,Winter,0,0,1
2019-04-30,-1.18,-3.03,-1.78,-1.07,0.009066117012842882,no trend,4,Spring,0,0,1
2019-05-31,-2.83,-1.18,-3.03,-1.78,0.009066117012842882,no trend,5,Spring,0,0,1
2019-06-30,-5.19,-2.83,-1.18,-3.03,0.009066117012842882,no trend,6,Spring,0,0,1
2019-07-31,-6.93,-5.19,-2.83,-1.18,0.009066117012842882,no trend,7,Summer,0,0,1
2019-08-31,-8.295,-6.93,-5.19,-2.83,0.009066117012842882,no trend,8,Summer,0,0,1
2019-09-30,-9.66,-8.295,-6.93,-5.19,0.009066117012842882,no trend,9,Summer,0,0,1
2019-10-31,-7.525,-9.66,-8.295,-6.93,0.009066117012842882,no trend,10,Fall,0,0,1
2019-11-30,-5.390000000000001,-7.525,-9.66,-8.295,0.009066117012842882,no trend,11,Fall,0,0,1
2019-12-31,-3.255000000000001,-5.390000000000001,-7.525,-9.66,0.009066117012842882,no trend,12,Fall,0,0,1
2020-01-31,-1.12,-3.255000000000001,-5.390000000000001,-7.525,0.009066117012842882,no trend,1,Winter,0,0,1
2020-02-29,-1.83,-1.12,-3.255000000000001,-5.390000000000001,0.009066117012842882,no trend,2,Winter,0,0,1
2020-03-31,-1.525,-1.83,-1.12,-3.255000000000001,0.009066117012842882,no trend,3,Winter,0,0,1
2020-04-30,-1.22,-1.525,-1.83,-1.12,0.009066117012842882,no trend,4,Spring,0,0,1
2020-05-31,-1.4849999999999999,-1.22,-1.525,-1.83,0.009066117012842882,no trend,5,Spring,0,0,1
2020-06-30,-1.75,-1.4849999999999999,-1.22,-1.525,0.009066117012842882,no trend,6,Spring,0,0,1
2020-07-31,-2.37,-1.75,-1.4849999999999999,-1.22,0.009066117012842882,no trend,7,Summer,0,0,1
2020-08-31,-2.99,-2.37,-1.75,-1.4849999999999999,0.009066117012842882,no trend,8,Summer,0,0,1
2020-09-30,-1.44,-2.99,-2.37,-1.75,0.009066117012842882,no trend,9,Summer,0,0,1
2020-10-31,-1.04,-1.44,-2.99,-2.37,0.009066117012842882,no trend,10,Fall,0,0,1
2020-11-30,-1.03,-1.04,-1.44,-2.99,0.009066117012842882,no trend,11,Fall,0,0,1
2020-12-31,-1.02,-1.03,-1.04,-1.44,0.009066117012842882,no trend,12,Fall,0,0,1
2021-01-31,-1.01,-1.02,-1.03,-1.04,0.009066117012842882,no trend,1,Winter,0,0,1
2021-02-28,-1.01,-1.01,-1.02,-1.03,0.009066117012842882,no trend,2,Winter,0,0,1
2021-03-31,-1.26,-1.01,-1.01,-1.02,0.009066117012842882,no trend,3,Winter,0,0,1
2021-04-30,-1.12,-1.26,-1.01,-1.01,0.009066117012842882,no trend,4,Spring,0,0,1
2021-05-31,-1.22,-1.12,-1.26,-1.01,0.009066117012842882,no trend,5,Spring,0,0,1
2021-06-30,-1.4,-1.22,-1.12,-1.26,0.009066117012842882,no trend,6,Spring,0,0,1
2021-07-31,-1.65,-1.4,-1.22,-1.12,0.009066117012842882,no trend,7,Summer,0,0,1
2021-08-31,-1.83,-1.65,-1.4,-1.22,0.009066117012842882,no trend,8,Summer,0,0,1
2021-09-30,-1.17,-1.83,-1.65,-1.4,0.009066117012842882,no trend,9,Summer,0,0,1
2021-10-31,-1.42,-1.17,-1.83,-1.65,0.009066117012842882,no trend,10,Fall,0,0,1
2021-11-30,-1.26,-1.42,-1.17,-1.83,0.009066117012842882,no trend,11,Fall,0,0,1
2021-12-31,-1.1,-1.26,-1.42,-1.17,0.009066117012842882,no trend,12,Fall,0,0,1
2022-01-31,-1.37,-1.1,-1.26,-1.42,0.009066117012842882,no trend,1,Winter,0,0,1
2022-02-28,-1.59,-1.37,-1.1,-1.26,0.009066117012842882,no trend,2,Winter,0,0,1
2022-03-31,-1.13,-1.59,-1.37,-1.1,0.009066117012842882,no trend,3,Winter,0,0,1
2022-04-30,-1.14,-1.13,-1.59,-1.37,0.009066117012842882,no trend,4,Spring,0,0,1
2022-05-31,-1.34,-1.14,-1.13,-1.59,0.009066117012842882,no trend,5,Spring,0,0,1
2022-06-30,-1.57,-1.34,-1.14,-1.13,0.009066117012842882,no trend,6,Spring,0,0,1
2022-07-31,-1.76,-1.57,-1.34,-1.14,0.009066117012842882,no trend,7,Summer,0,0,1
2022-08-31,-1.98,-1.76,-1.57,-1.34,0.009066117012842882,no trend,8,Summer,0,0,1
2022-09-30,-1.52,-1.98,-1.76,-1.57,0.009066117012842882,no trend,9,Summer,0,0,1
2022-10-31,-1.06,-1.52,-1.98,-1.76,0.009066117012842882,no trend,10,Fall,0,0,1
2022-11-30,-1.0,-1.06,-1.52,-1.98,0.009066117012842882,no trend,11,Fall,0,0,1
2022-12-31,-0.975,-1.0,-1.06,-1.52,0.009066117012842882,no trend,12,Fall,0,0,1
2023-01-31,-0.95,-0.975,-1.0,-1.06,0.009066117012842882,no trend,1,Winter,0,0,1
2023-02-28,-0.98,-0.95,-0.975,-1.0,0.009066117012842882,no trend,2,Winter,0,0,1
2023-03-31,-0.98,-0.98,-0.95,-0.975,0.009066117012842882,no trend,3,Winter,0,0,1
2023-04-30,-0.98,-0.98,-0.98,-0.95,0.009066117012842882,no trend,4,Spring,0,0,1
2023-05-31,-1.06,-0.98,-0.98,-0.98,0.009066117012842882,no trend,5,Spring,0,0,1
2023-06-30,-1.24,-1.06,-0.98,-0.98,0.009066117012842882,no trend,6,Spring,0,0,1
2023-07-31,-1.36,-1.24,-1.06,-0.98,0.009066117012842882,no trend,7,Summer,0,0,1
2023-08-31,-1.62,-1.36,-1.24,-1.06,0.009066117012842882,no trend,8,Summer,0,0,1
2023-09-30,-1.83,-1.62,-1.36,-1.24,0.009066117012842882,no trend,9,Summer,0,0,1
2023-10-31,-1.6,-1.83,-1.62,-1.36,0.009066117012842882,no trend,10,Fall,0,0,1
2023-11-30,-1.295,-1.6,-1.83,-1.62,0.009066117012842882,no trend,11,Fall,0,0,1
2023-12-31,-1.16,-1.295,-1.6,-1.83,0.009066117012842882,no trend,12,Fall,0,0,1
2024-01-31,-1.1,-1.16,-1.295,-1.6,0.009066117012842882,no trend,1,Winter,0,0,1
2024-02-29,-1.14,-1.1,-1.16,-1.295,0.009066117012842882,no trend,2,Winter,0,0,1
2024-03-31,-1.3,-1.14,-1.1,-1.16,0.009066117012842882,no trend,3,Winter,0,0,1
2024-04-30,-1.13,-1.3,-1.14,-1.1,0.009066117012842882,no trend,4,Spring,0,0,1
2024-05-31,-1.3,-1.13,-1.3,-1.14,0.009066117012842882,no trend,5,Spring,0,0,1
2024-06-30,-1.51,-1.3,-1.13,-1.3,0.009066117012842882,no trend,6,Spring,0,0,1
2024-07-31,-1.71,-1.51,-1.3,-1.13,0.009066117012842882,no trend,7,Summer,0,0,1
2024-08-31,-1.82,-1.71,-1.51,-1.3,0.009066117012842882,no trend,8,Summer,0,0,1
2024-09-30,-2.04,-1.82,-1.71,-1.51,0.009066117012842882,no trend,9,Summer,0,0,1
2024-10-31,-2.2,-2.04,-1.82,-1.71,0.009066117012842882,no trend,10,Fall,0,0,1
2024-11-30,-2.37,-2.2,-2.04,-1.82,0.009066117012842882,no trend,11,Fall,0,0,1
2024-12-31,-1.18,-2.37,-2.2,-2.04,0.009066117012842882,no trend,12,Fall,0,0,1
2025-01-31,-1.47,-1.18,-2.37,-2.2,0.009066117012842882,no trend,1,Winter,0,0,1
